ad	67	a	1	32	-63817931496964674646	-63817931496964673066
ad	67	m	5	128	152518027486711805702	152518027486711807340
ad	67	m	5	128	152518027486711805702	152518027486711807340
ad	67	b	3	64	400680212988403937714	400680212988403939404
vd	68	a	3	64	37386347657875579083165	37386347657875579094226	2349262150195374762061901	2349262150195374766191529
vd	68	m	7	128	58326999871238148159383	58326999871238148183466	3715405090213718940924391	3715405090213718950707707
vd	68	q1	13	256	46270813707187240870233	46270813707187240886086	2423356343284822087821517	2423356343284822093766582
vd	68	q3	15	256	73136191779047277879024	73136191779047277909796	3595648989173721165353175	3595648989173721178442375
ad	68	a	3	64	400680212988403937714	400680212988403939404
ad	68	m	7	128	766617852531083965832	766617852531083967587
ad	68	m	7	128	766617852531083965832	766617852531083967587
ad	68	b	1	16	1334374921152359944268	1334374921152359946079
vd	69	a	1	16	85274134859848972639503	85274134859848972667956	2469435595134747668005414	2469435595134747680031271
vd	69	m	9	128	92711374928859901056039	92711374928859901112870	1294671568226547620377187	1294671568226547646640631
ad	69	a	1	16	1334374921152359944268	1334374921152359946079
ad	69	b	5	64	2866747989710741312256	2866747989710741314303
vd	70	a	5	64	123373352511236166601250	123373352511236166693669	4203216801209948508266409	4203216801209948550094187
vd	70	m	11	128	151839285418311870849190	151839285418311870937015	3548229095323925545163186	3548229095323925585181859
ad	70	a	5	64	2866747989710741312256	2866747989710741314303
ad	70	b	3	32	5205757577898958013599	5205757577898958015988
vd	71	a	3	32	169101468627301651171776	169101468627301651395451	2100349113174731119947856	2100349113174731226004135
vd	71	m	13	128	198141373185521058817118	198141373185521059078374	4876369490629119039849989	4876369490629119164393659
ad	71	a	3	32	5205757577898958013599	5205757577898958015988
ad	71	b	7	64	8317549359913896412641	8317549359913896415583
vd	72	a	7	64	232346815754419046750758	232346815754419047180311	3168334494481917789551787	3168334494481917983645332
vd	72	m	15	128	257228779238565533540064	257228779238565534231351	3163365900358278085962201	3163365900358278417870081
ad	72	a	7	64	8317549359913896412641	8317549359913896415583
ad	72	b	1	8	12332107759579106077083	12332107759579106080468
vd	73	a	1	8	284081801300840343998035	284081801300840344675655	5076927338928174637576813	5076927338928174976043741
vd	73	m	17	128	323514263948690284216429	323514263948690285335477	3556462517244931483652189	3556462517244931995133311
ad	73	a	1	8	12332107759579106077083	12332107759579106080468
ad	73	b	9	64	17340467559669034262452	17340467559669034267154
